,0,1,2,3
623,5109,5119,Input LaTeX,HTML_TEXT
624,5120,5120,<,TAG_OPEN
625,5121,5121,/,TAG_SLASH
626,5122,5125,span,TAG_NAME
627,5126,5126,>,TAG_CLOSE
628,5127,5127,<,TAG_OPEN
629,5128,5128,/,TAG_SLASH
630,5129,5131,div,TAG_NAME
631,5132,5132,>,TAG_CLOSE
632,5133,5133,<,TAG_OPEN
633,5134,5141,textarea,TAG_NAME
634,5142,5142, ,TAG_WHITESPACE
635,5143,5147,class,TAG_NAME
636,5148,5148,=,TAG_EQUALS
637,5149,5162,"""form-control""",ATTVALUE_VALUE
638,5163,5163, ,TAG_WHITESPACE
639,5164,5173,aria-label,TAG_NAME
640,5174,5174,=,TAG_EQUALS
641,5175,5189,"""With textarea""",ATTVALUE_VALUE
642,5190,5190, ,TAG_WHITESPACE
643,5191,5192,id,TAG_NAME
644,5193,5193,=,TAG_EQUALS
645,5194,5201,"""source""",ATTVALUE_VALUE
646,5202,5202,>,TAG_CLOSE
647,5203,5203,<,TAG_OPEN
648,5204,5204,/,TAG_SLASH
649,5205,5212,textarea,TAG_NAME
650,5213,5213,>,TAG_CLOSE
651,5214,5214,<,TAG_OPEN
652,5215,5215,/,TAG_SLASH
653,5216,5218,div,TAG_NAME
654,5219,5219,>,TAG_CLOSE
655,5220,5220,<,TAG_OPEN
656,5221,5223,div,TAG_NAME
657,5224,5224,>,TAG_CLOSE
658,5225,5225,<,TAG_OPEN
659,5226,5227,h3,TAG_NAME
660,5228,5228, ,TAG_WHITESPACE
661,5229,5230,id,TAG_NAME
662,5231,5231,=,TAG_EQUALS
663,5232,5239,"""result""",ATTVALUE_VALUE
664,5240,5240,>,TAG_CLOSE
665,5241,5241,<,TAG_OPEN
666,5242,5242,/,TAG_SLASH
667,5243,5244,h3,TAG_NAME
668,5245,5245,>,TAG_CLOSE
669,5246,5246,<,TAG_OPEN
670,5247,5247,/,TAG_SLASH
671,5248,5250,div,TAG_NAME
672,5251,5251,>,TAG_CLOSE
673,5252,5252,<,TAG_OPEN
674,5253,5258,canvas,TAG_NAME
675,5259,5259, ,TAG_WHITESPACE
676,5260,5264,class,TAG_NAME
677,5265,5265,=,TAG_EQUALS
678,5266,5277,"""my-4 w-100""",ATTVALUE_VALUE
679,5278,5278, ,TAG_WHITESPACE
680,5279,5280,id,TAG_NAME
681,5281,5281,=,TAG_EQUALS
682,5282,5290,"""myChart""",ATTVALUE_VALUE
683,5291,5291, ,TAG_WHITESPACE
684,5292,5296,width,TAG_NAME
685,5297,5297,=,TAG_EQUALS
686,5298,5302,"""900""",ATTVALUE_VALUE
687,5303,5303, ,TAG_WHITESPACE
688,5304,5309,height,TAG_NAME
689,5310,5310,=,TAG_EQUALS
690,5311,5315,"""380""",ATTVALUE_VALUE
691,5316,5316,>,TAG_CLOSE
692,5317,5317,<,TAG_OPEN
693,5318,5318,/,TAG_SLASH
694,5319,5324,canvas,TAG_NAME
695,5325,5325,>,TAG_CLOSE
696,5326,5326,<,TAG_OPEN
697,5327,5328,h2,TAG_NAME
698,5329,5329,>,TAG_CLOSE
699,5330,5342,Section title,HTML_TEXT
700,5343,5343,<,TAG_OPEN
701,5344,5344,/,TAG_SLASH
702,5345,5346,h2,TAG_NAME
703,5347,5347,>,TAG_CLOSE
704,5348,5348,<,TAG_OPEN
705,5349,5351,div,TAG_NAME
706,5352,5352, ,TAG_WHITESPACE
707,5353,5357,class,TAG_NAME
708,5358,5358,=,TAG_EQUALS
709,5359,5376,"""table-responsive""",ATTVALUE_VALUE
710,5377,5377,>,TAG_CLOSE
711,5378,5378,<,TAG_OPEN
712,5379,5383,table,TAG_NAME
713,5384,5384, ,TAG_WHITESPACE
714,5385,5389,class,TAG_NAME
715,5390,5390,=,TAG_EQUALS
716,5391,5420,"""table table-striped table-sm""",ATTVALUE_VALUE
717,5421,5421,>,TAG_CLOSE
718,5422,5422,<,TAG_OPEN
719,5423,5427,thead,TAG_NAME
720,5428,5428,>,TAG_CLOSE
721,5429,5429,<,TAG_OPEN
722,5430,5431,tr,TAG_NAME
723,5432,5432,>,TAG_CLOSE
724,5433,5433,<,TAG_OPEN
725,5434,5435,th,TAG_NAME
726,5436,5436, ,TAG_WHITESPACE
727,5437,5441,scope,TAG_NAME
728,5442,5442,=,TAG_EQUALS
729,5443,5447,"""col""",ATTVALUE_VALUE
730,5448,5448,>,TAG_CLOSE
731,5449,5449,#,HTML_TEXT
732,5450,5450,<,TAG_OPEN
733,5451,5451,/,TAG_SLASH
734,5452,5453,th,TAG_NAME
735,5454,5454,>,TAG_CLOSE
736,5455,5455,<,TAG_OPEN
737,5456,5456,/,TAG_SLASH
738,5457,5458,tr,TAG_NAME
739,5459,5459,>,TAG_CLOSE
740,5460,5460,<,TAG_OPEN
741,5461,5461,/,TAG_SLASH
742,5462,5466,thead,TAG_NAME
743,5467,5467,>,TAG_CLOSE
744,5468,5468,<,TAG_OPEN
745,5469,5473,tbody,TAG_NAME
746,5474,5474, ,TAG_WHITESPACE
747,5475,5476,id,TAG_NAME
748,5477,5477,=,TAG_EQUALS
749,5478,5488,"""fileTable""",ATTVALUE_VALUE
750,5489,5489,>,TAG_CLOSE
751,5490,5490,<,TAG_OPEN
752,5491,5491,/,TAG_SLASH
753,5492,5496,tbody,TAG_NAME
754,5497,5497,>,TAG_CLOSE
755,5498,5498,<,TAG_OPEN
756,5499,5499,/,TAG_SLASH
757,5500,5504,table,TAG_NAME
758,5505,5505,>,TAG_CLOSE
759,5506,5506,<,TAG_OPEN
760,5507,5507,/,TAG_SLASH
761,5508,5510,div,TAG_NAME
762,5511,5511,>,TAG_CLOSE
763,5512,5512,<,TAG_OPEN
764,5513,5513,/,TAG_SLASH
765,5514,5517,main,TAG_NAME
766,5518,5518,>,TAG_CLOSE
767,5519,5519,<,TAG_OPEN
768,5520,5520,/,TAG_SLASH
769,5521,5523,div,TAG_NAME
770,5524,5524,>,TAG_CLOSE
771,5525,5525,<,TAG_OPEN
772,5526,5526,/,TAG_SLASH
773,5527,5529,div,TAG_NAME
774,5530,5530,>,TAG_CLOSE
775,5531,5538,<script>,SCRIPT_OPEN
776,5539,7801,"            document.addEventListener(""DOMContentLoaded"", function() {                    renderMathInElement(document.body, {                                              // customised options                                              //  auto-render specific keys, e.g.:                                              delimiters: [                                                                                                                                                                                                {left: '$$', right: '$$', display: true},                                                                                                                                                                                                {left: '$', right: '$', display: false},                                                                                                                                                                                                {left: '\\(', right: '\\)', display: false},                                                                                                                                                                                                {left: '\\[', right: '\\]', display: true}                                                                                                                                                                                            ],                                                                                                                                                                                            //  rendering keys, e.g.:                                                                                                                                                                                            throwOnError : false                                                                                                                                                                                          });                                                                                                                                                                                      });</script>",SCRIPT_BODY
777,7802,7802, ,SEA_WS
778,7803,7833,"<script src=""/js/katex.min.js"">",SCRIPT_OPEN
779,7834,7842,</script>,SCRIPT_BODY
780,7843,7843, ,SEA_WS
781,7844,7885,"<script src=""/js/bootstrap.bundle.min.js"">",SCRIPT_OPEN
782,7886,7894,</script>,SCRIPT_BODY
783,7895,7895, ,SEA_WS
784,7896,7903,<script>,SCRIPT_OPEN
785,7904,7986,"katex.render(""c = \\pm\\sqrt{a^2 + b^2}"", ktx, {    throwOnError: false});</script>",SCRIPT_BODY
786,7987,7987, ,SEA_WS
787,7988,8232,"<script defer src=""https://cdn.jsdelivr.net/npm/katex@0.16.2/dist/contrib/auto-render.min.js""integrity=""sha384-+VBxd3r6XgURycqtZ117nYw44OOcIax56Z4dCRWbxyPt0Koah1uHoK0o4+/RRE05""crossorigin=""anonymous"" onload=""renderMathInElement(document.body);"">",SCRIPT_OPEN
788,8233,8241,</script>,SCRIPT_BODY
789,8242,8242, ,SEA_WS
790,8243,8250,<script>,SCRIPT_OPEN
791,8251,8904,"   const source = document.getElementById('source');   const result = document.getElementById('result');   const inputHandler = function(e) {     result.innerHTML = e.target.value;        katex.render(e.target.value, result, {    throwOnError: false});   }     source.addEventListener('input', inputHandler);   const searchInputHandler = function(e) {           if (e.data !== null){           const search_value = document.getElementById('search');           connect(""websocket_message_connect"");           return false;           }   }   const search = document.getElementById('search');   search.addEventListener('input', searchInputHandler);</script>",SCRIPT_BODY
792,8905,8905,<,TAG_OPEN
793,8906,8906,/,TAG_SLASH
794,8907,8910,body,TAG_NAME
795,8911,8911,>,TAG_CLOSE
796,8912,8912,<,TAG_OPEN
797,8913,8913,/,TAG_SLASH
798,8914,8917,html,TAG_NAME
799,8918,8918,>,TAG_CLOSE
800,8919,8918,<EOF>,ATTRIBUTE
