,fractions
0,\frac{i W(J)}{\hbar}
1,\frac{i}{\hbar}
2,\frac{i W(J)}{\hbar}
3,\frac{i}{2\hbar}
4,\frac{\phi_1 \phi_2 \phi_3}{\phi_0}
5,\frac{J_1 J_2 J_3}{C~J_0}
6,\frac{[d\phi_{0123}]}{\phi_0}
7,\frac{i}{\hbar}
8,\frac{\phi_1 \phi_2 \phi_3}{\hbar \phi_0}
9,\frac{\hbar^2}{J_0 C}
10,\frac{i}{\hbar}
11,\frac{J_1 J_2 J_3}{C~J_0}
12,\frac{i}{\hbar J_0}
