,section
0,\section{Introduction}
1,\section{Intersecting brane models and Yukawa couplings}
2,\section{The general form of Yukawa couplings in toroidal models}
3,\section{An MSSM-like example}
4,\section{Extension to elliptic fibrations}
5,\section{Yukawa versus Fukaya}
6,\section{Final comments and conclusions}
7,\section{Higher dimensional holomorphic discs}
