,ref
0,\refname}
1,\ref{1}
2,\ref{4}
3,\ref{2}
4,\ref{4}
5,\ref{7}
6,\ref{6}
7,\ref{10}
8,\ref{11}
9,\ref{12}
10,\ref{15}
11,\ref{16}
12,\ref{1}
13,\ref{16}
14,\ref{24}
15,\ref{25}
16,\ref{23}
17,\ref{26a}
18,\ref{23}
19,\ref{29}
20,\ref{16}
21,\ref{res2b}
