,cite
0,\cite{G}
1,\cite{YK}
2,"\cite{YK2,YK3}"
3,\cite{Nambu}
4,\cite{ALMY}
5,\cite{Heisenberg}
6,\cite{Uncertainty}
7,"\cite{Review,K,NvD,A-C,NS,Y}"
8,"\cite{K,NvD,A-C,NS}"
9,\cite{NS}
10,\cite{Y}
