,ref
0,\ref{znaction}
1,\ref{cntnt}
2,\ref{orLGeq}
3,\ref{basis0}
4,\ref{basis0}
5,\ref{ring}
6,\ref{Fig0}
7,\ref{Fig0}
8,\ref{modeNmonomial}
9,\ref{sign}
10,\ref{ccNac}
11,\ref{ccNac}
12,\ref{cplx}
13,\ref{sign}
14,\ref{cplx}
15,\ref{allring}
16,\ref{Tp-}
17,\ref{Fig1}
18,\ref{4.7}
19,\ref{transrule1}
20,\ref{transrule1}
21,\ref{transrule2}
22,\ref{t11.3}
23,\ref{t10.3}
24,\ref{ineq}
25,\ref{rf+}
26,\ref{rf-}
27,\ref{generator}
28,\ref{t11.3}
29,\ref{11(3)ccca}
30,\ref{11(3)ccca}
31,\ref{10(3)ccca}
32,\ref{t11.2}
33,\ref{final}
34,\ref{eqb}
