,ref
0,\ref{vv1}
1,\ref{vv}
2,\ref{tsym}
3,\ref{tsym1}
4,\ref{adm}
5,\ref{pme}
6,\ref{tsym}
7,\ref{tsym1}
8,\ref{rrr}
9,\ref{rrr1}
10,\ref{ff}
11,\ref{tsym}
12,\ref{gp}
