,label
0,\label{nunu}
1,\label{nulambda}
2,\label{parallel}
3,\label{nonparallel}
4,\label{bc}
5,\label{OPEs}
6,\label{contours}
7,\label{qmonodromy1}
8,\label{qmonodromy2}
9,\label{Zqu}
10,\label{Scl}
11,\label{Z}
12,\label{Zo}
13,\label{bos}
14,\label{fer}
15,\label{unit}
16,\label{ym0}
17,\label{four}
18,\label{con}
19,\label{auto}
20,\label{intersections}
21,\label{Zij}
22,\label{latticediagrams}
23,\label{bc1}
24,\label{Ix}
25,\label{cond}
26,\label{Ix}
