,label
0,\label{theta}
1,\label{G}
2,\label{dG}
3,\label{limitF}
4,\label{limitJ}
5,\label{K}
6,\label{ineq1}
7,\label{ineq2}
8,\label{figure}
9,\label{eq1}
10,\label{eq2}
11,\label{Poisson}
